id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s,error
10,boja,"Resolución de 24 de febrero de 2025, de la Dirección Gerencia del Servicio Andaluz de Salud, por la que se acuerda publicar la propuesta de estructura de costes y fórmula de revisión de las tarifas para la explotación de los aparcamientos que formarán parte del contrato mixto de contratación de las obras del Nuevo Hospital de Málaga y concesión de obras de los aparcamientos.",CONT_CON,True,CONT_CON,tipo_obras,Estructura de costes de contrato mixto obras y concesion de obras,True,resolución,"[""CONT_CON""]","[""tipo_obras""]",0.95,"El texto menciona explícitamente ""concesión de obras de los aparcamientos"" como parte del objeto del contrato, lo que activa la categoría CONT_CON. Además, se refiere al contrato mixto de contratación de las obras, lo que indica también tipo_obras.",63.986,
11,boe,"Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Personal. Objeto: Concesión de servicio de campamentos estivales de ocio, tiempo libre y deportes en el CDSCM ""La Dehesa"" de Madrid. Expediente: 2024/ETSAE0905/00004280E.",CONT_CON,True,"CONT_LIC, CONT_CON",tipo_servicios,Licitacion de concesion de servicio campamentos,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.95,"El texto indica claramente ""Anuncio de licitación"" (CONT_LIC) y el objeto es una ""Concesión de servicio"" (CONT_CON), que cumple con la regla específica para contratos de concesión en LCSP. Se trata de un contrato de prestación de servicios (campamentos estivales).",55.048,
12,boe,"Anuncio de licitación de: Subsecretaría de Política Territorial y Memoria Democrática. Objeto: Concesión de servicios para la instalación, explotación y mantenimiento de máquinas vending en el Ministerio de Política Territorial y Memoria Democrática . Expediente: 03/2025.",CONT_CON,True,"CONT_LIC, CONT_CON",tipo_servicios,Licitacion de concesion de servicios vending,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"El texto es un ""Anuncio de licitación"" (señal para CONT_LIC) del objeto ""Concesión de servicios"", que confirma la categoría CONT_CON y que se trata de prestación de tipo_servicios por tratarse de máquinas vending.",50.658,
13,boe,Anuncio de formalización de contratos de: Dirección General de Protección Civil y Emergencias. Objeto: Concesión del servicio de cafetería y comedor en la Escuela Nacional de Protección Civil con fomento de la contratación social laboral responsable. Expediente: 24A030.,CONT_CON,True,"CONT_FOR, CONT_CON",tipo_servicios,Formalizacion de concesion de servicio cafeteria,True,anuncio,"[""CONT_FOR"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"El texto dice explícitamente ""Anuncio de formalización de contratos"", lo que indica CONT_FOR. Además, el objeto es ""Concesión del servicio de cafetería..."", cumpliendo con la definición de CONT_CON para contratos de concesión de servicios (no demanial). La subcategoría es tipo_servicios por el objeto del contrato.",55.044,
14,boe,Anuncio de licitación de: Intendente de San Fernando. Objeto: Contrato de concesión de servicio de las escuelas de baile para el CDSCA Oficiales. Expediente: 2025/AR43U/00000265E.,CONT_CON,True,"CONT_LIC, CONT_CON",tipo_servicios,Licitacion de contrato de concesion escuelas de baile,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.95,"Es un ""Anuncio de licitación"" explícito (CONT_LIC) cuyo objeto es un ""Contrato de concesión de servicio de las escuelas de baile"", lo que cumple los requisitos para CONT_CON. La prestación es de servicios educativos/culturales, por lo que se clasifica como tipo_servicios.",53.569,
15,bocm,"Adjudicación contrato
– Anuncio de 6 de febrero de 2025, de adjudicación del contrato titulado “Acuerdo marco para el suministro de material hardware/software informático de puesto cliente” (Expediente 6012400340)",CONT_ADJ,True,CONT_ADJ,tipo_suministros,Adjudicacion AM suministro hardware,True,anuncio,"[""CONT_ADJ""]","[""tipo_suministros""]",0.95,"El texto menciona explícitamente ""Adjudicación contrato"" y ""anuncio de... adjudicación del contrato"", lo que define el acto como una adjudicación (CONT_ADJ). El objeto es ""suministro de material hardware/software informático"", lo cual corresponde a la prestación de suministros.",52.242,
16,bocm,"Convocatoria contrato
– Resolución de 4 de marzo de 2025, de la Secretaría General Técnica de la Consejería de Economía, Hacienda y Empleo, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” en Internet, de la licitación para la adjudicación del contrato titulado Programa de formación online en competencias digitales dirigidas al sector turístico en el marco del Componente 19 “Plan Nacional de competencias digitales (digital skills)”, con cargo al Plan de Recuperación, Transformación y Resiliencia del Gobierno de España, financiado por la Unión Europea NextGeneration EU",CONT_ADJ,True,CONT_LIC,tipo_servicios,Publicacion de licitacion para adjudicar: fase licitacion. Formacion online,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"La publicación es una ""Convocatoria"" para la adjudicación de un contrato titulado ""Programa de formación online en competencias digitales"", lo que corresponde a una licitación (CONT_LIC). El objeto es la prestación de servicios formativos (tipo_servicios). Aunque el texto menciona fondos europeos y programas nacionales, el acto es claramente la apertura a licitación de un contrato público, no una subvención.",59.898,
17,bocm,"Convocatoria contrato
– Resolución de 8 de enero de 2025, de la Secretaría General Técnica de la Consejería de Cultura, Turismo y Deporte, por la que se dispone la publicación de la licitación en los boletines oficiales y en el “perfil del contratante”, en Internet, de la adjudicación del contrato titulado “Gestión integral de los Teatros del Canal de Madrid, incluido el Centro Coreográfico Canal, y del Teatro Auditorio de San Lorenzo de El Escorial”",CONT_ADJ,True,CONT_LIC,tipo_servicios,Publicacion de licitacion: fase licitacion. Gestion teatros,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"El texto es una ""Convocatoria"" para la licitación de un contrato de titularidad estatal. La palabra clave ""licitación en los boletines oficiales"" y ""adjudicación del contrato"" activa la categoría CONT_LIC. El objeto, ""Gestión integral de los Teatros"", implica servicios de mantenimiento y gestión cultural, por lo que se añade tipo_servicios. No hay mención de ""concesión"".",60.266,
18,boja,"Resolución de 24 de marzo de 2025, del Rector de la Universidad de Granada, por la que se añade una plaza a las convocadas por Resolución de 19 de marzo de 2025, del Rector de la Universidad de Granada, por la que se convoca concurso público para la adjudicación de contratos de Profesorado Permanente Laboral.",CONT_ADJ,False,,,Adjudicacion de contratos de profesorado: RRHH universitario,False,resolución,[],[],1.0,"El texto menciona la ""adjudicación de contratos de Profesorado Permanente Laboral"", que es un proceso de contratación personal (RRHH) para nombramientos docentes, no un contrato de prestación de servicios o suministros bajo la LCSP. Por tanto, no es relevante para el dominio de contratación pública administrativa según las reglas dadas.",52.922,
19,bocm,"Convocatoria contrato
– Resolución de 12 de febrero de 2025, de la Secretaría General Técnica de la Consejería de Economía, Hacienda y Empleo, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” en Internet de la licitación para la adjudicación del contrato titulado prevención y control de legionelosis en dependencias adscritas a la Consejería de Economía, Hacienda y Empleo de la Comunidad de Madrid",CONT_ADJ,True,CONT_LIC,tipo_servicios,Licitacion para adjudicacion contrato legionelosis,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto es una ""Convocatoria"" para una ""licitación"" para la ""adjudicación del contrato titulado prevención y control de legionelosis"", lo que encaja claramente con la categoría CONT_LIC (señales: ""convocatoria"", ""licitación""). El objeto del contrato es la ""prevención y control de legionelosis"", una actividad de mantenimiento higiénico-sanitario que se clasifica como tipo_servicios. La fecha y el organismo emisor confirman que se trata de un acto de contratación pública bajo la LCSP, no de una subvención o concesión demanial.",69.195,
20,boja,"Resolución de 7 de marzo de 2025, del Rector de la Universidad de Granada, por la que se convoca Concurso Público para la adjudicación de contratos de Profesores Ayudantes Doctores para el curso 2024/2025 en el campus de Granada.",CONT_ADJ,False,,,Concurso publico contratos Profesores Ayudantes Doctores: RRHH,False,resolución,[],[],1.0,"La descripción menciona ""Concurso Público para la adjudicación de contratos"" pero el contexto es claramente de personal (""Profesores Ayudantes Doctores""). Según las reglas, los concursos para plazas o puestos de personal son exclusividad de RRHH y no entran en el dominio de la contratación pública LCSP.",50.708,
21,bocm,"Adjudicación contrato
– Anuncio de 26 de diciembre de 2024, de adjudicación del contrato titulado “Suministro de bandajes para el mantenimiento de ruedas elásticas de los vehículos de material móvil de Metro de Madrid” (Expediente 6012400321)",CONT_ADJ,True,CONT_ADJ,tipo_suministros,Adjudicacion contrato suministro bandajes,True,anuncio,"[""CONT_ADJ""]","[""tipo_suministros""]",0.98,"El texto indica explícitamente ""adjudicación del contrato titulado 'Suministro de bandajes...'"", lo que activa la etiqueta CONT_ADJ para una adjudicación de contrato. El objeto es el ""Suministro de bandajes"", que claramente corresponde a una prestación de suministros (tipo_suministros).",53.08,
22,boja,"Resolución de 8 de enero de 2025, de la Empresa Pública para la Gestión del Turismo y del Deporte de Andalucía, S.A., por la que se publica la adjudicación de contratos de publicidad institucional, correspondientes al tercer cuatrimestre del año 2024.",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contratos publicidad institucional,True,resolución,"[""CONT_ADJ""]","[""tipo_servicios""]",0.98,"El texto es una ""Resolución"" que publica la ""adjudicación de contratos de publicidad institucional"". Esto encaja perfectamente con la categoría CONT_ADJ (adjudicación de un contrato). La naturaleza del objeto (""publicidad institucional"") lo clasifica como tipo_servicios.",51.041,
23,boja,"Resolución de 16 de enero de 2025, de la Secretaría General Técnica, por la que se hace pública la adjudicación de contratos relativos a publicidad institucional y la concesión de ayudas, subvenciones y convenios en materia de actividad publicitaria, correspondiente al tercer cuatrimestre del año 2024.",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contratos publicidad. Menciona tambien ayudas y convenios,True,resolución,"[""CONT_ADJ""]","[""tipo_servicios""]",0.98,"La publicación es una ""Resolución... por la que se hace pública la adjudicación de contratos"" relativos a publicidad institucional, lo que encaja claramente en CONT_ADJ. Aunque el texto menciona concesión de ayudas y subvenciones como parte del acto de transparencia, la naturaleza contractual de los servicios publicitarios define la etiqueta principal, tal como indican los ejemplos proporcionados.",55.623,
24,boja,"Anuncio de 24 de enero de 2025, de la Comunidad de Regantes Llanos de Dalías, de adjudicación del contrato de obras del proyecto que se cita. (PP. 168/2025).",CONT_ADJ,True,CONT_ADJ,tipo_obras,Adjudicacion contrato de obras por comunidad de regantes,True,anuncio,"[""CONT_ADJ""]","[""tipo_obras""]",0.95,"El texto indica claramente ""adjudicación del contrato de obras"" (frase exacta), lo que corresponde a la etiqueta CONT_ADJ, y el objeto es ""obras"", por tanto tipo_obras. La referencia al ""proyecto"" y ""PP. 168/2025"" confirma que se trata de un acto administrativo de contratación pública relevante según LCSP.",56.158,
25,boja,"Resolución de 24 de enero de 2025, de la Secretaría General Técnica, por la que se hace pública la adjudicación de contratos relativos a publicidad institucional y la concesión de ayudas, subvenciones y convenios en materia de actividad publicitaria, correspondiente al 3.er cuatrimestre del año 2024.",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contratos publicidad institucional,True,resolución,"[""CONT_ADJ""]","[""tipo_servicios""]",0.95,"El texto indica explícitamente ""adjudicación de contratos"" sobre publicidad institucional, que es un servicio, lo cual cumple con la etiqueta CONT_ADJ y subcategoría tipo_servicios. La mención a la concesión de ayudas se considera información adicional y no anula la naturaleza contractual del acto principal según las reglas de clasificación.",53.757,
26,bocm,"Adjudicación contrato
– Anuncio de 19 de febrero de 2025, de adjudicación del contrato titulado “Servicio de revisión y reparación de balonas de suspensión secundaria de las series 6000, 8000 y 3000”. (Expediente 6012400218)",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contrato servicio reparacion,True,anuncio,"[""CONT_ADJ""]","[""tipo_servicios""]",0.98,"El texto menciona explícitamente ""Adjudicación contrato"" y ""Anuncio de... adjudicación del contrato"", lo que encaja claramente con la etiqueta CONT_ADJ. El objeto del contrato es ""Servicio de revisión y reparación"", que corresponde a una prestación de servicios (tipo_servicios). No hay mención de concesión, por lo que no se aplica CONT_CON.",56.495,
27,bocm,"Adjudicación contrato
– Anuncio de 21 de marzo de 2025, de adjudicación del contrato titulado “Acuerdo marco para el suministro de repuestos de comunicaciones para el mantenimiento de las instalaciones y del material móvil de Metro de Madrid”. (Expediente 6012400378)",CONT_ADJ,True,CONT_ADJ,tipo_suministros,Adjudicacion AM suministro repuestos,True,anuncio,"[""CONT_ADJ""]","[""tipo_suministros""]",0.95,"Texto: ""Adjudicación contrato... Anuncio de... adjudicación del contrato titulado 'Acuerdo marco para el suministro de repuestos'"". La palabra ""suministro"" indica tipo_suministros y el acto es anuncio de adjudicación (CONT_ADJ).",50.781,
28,bocm,"Adjudicación contrato
– Anuncio de 13 de febrero de 2025, de adjudicación del contrato titulado “Servicio de mantenimiento del sistema de atención telefónica avanzada del Centro de Operaciones de Mantenimiento y Monitorización de Instalaciones y Telecomunicaciones (COMMIT)”. (Expediente 6012400400)",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contrato mantenimiento,True,anuncio,"[""CONT_ADJ""]","[""tipo_servicios""]",0.98,"El texto indica ""Adjudicación contrato"" y específicamente ""anuncio de adjudicación del contrato"", lo cual corresponde a la etiqueta CONT_ADJ. El objeto es un ""Servicio de mantenimiento..."", que identifica el subtipo como tipo_servicios.",50.282,
29,bocm,"Adjudicación contrato
– Anuncio de 28 de enero de 2025, de adjudicación del contrato titulado “Acuerdo marco para servicios de asistencia a la redacción de proyectos de ingeniería civil y arquitectura y/o elaboración de informes técnicos asociados a las actividades del servicio de infraestructuras y estaciones de Metro de Madrid” (expediente 6012400310)",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion AM servicios redaccion proyectos,True,anuncio,"[""CONT_ADJ""]","[""tipo_servicios""]",0.98,"El texto indica ""Anuncio de... adjudicación del contrato titulado..."", lo que activa la etiqueta CONT_ADJ por la frase explícita ""adjudicación del contrato"". El objeto descrito es ""servicios de asistencia a la redacción... y elaboración de informes técnicos"", identificándolo claramente como tipo_servicios. La mención de Metro de Madrid no implica concesión demanial, sino contratación pública ordinaria de servicios profesionales.",59.85,
30,bon,Encomienda de gestión para recuperar la infraestructura-trazado de la Vía Verde del Bidasoa en el tramo Doneztebe / Santesteban-Elizondo y disponer de dicho espacio como vial público,CONT_ENC,True,CONT_ENC,tipo_obras,Encomienda de gestion recuperacion via verde,True,acuerdo,"[""CONT_ENC""]",[],0.95,"La descripción contiene explícitamente la expresión ""Encomienda de gestión"", que según las reglas define la categoría CONT_ENC. El objeto (infraestructura-vial) no permite inferir una subcategoría clara en el momento, por lo que se mantiene la lista vacía.",50.128,
31,dogv,ANUNCIO de la encomienda de gestión del Ajuntament de Teulada de autoliquidaciones en Suma Gestión Tributaria. Diputación de Alicante.,CONT_ENC,True,CONT_ENC,tipo_servicios,Encomienda de gestion tributaria a Suma,True,anuncio,"[""CONT_ENC""]",[],0.98,"El texto menciona explícitamente ""ANUNCIO de la encomienda de gestión"", lo que activa la categoría CONT_ENC según las señales definidas (""encarga a un medio propio o encomienda gestión""). No se infiere el tipo de prestación (servicios, obras o suministros) del objeto ""autoliquidaciones en Suma Gestión Tributaria"".",53.539,
32,dogv,"RESOLUCIÓN de 21 de febrero de 2025, de la Dirección General de Relaciones con Les Corts, por la que se publica el convenio de encomienda de gestión por el que la Agencia Valenciana de Seguridad y Respuesta a las Emergencias encarga al Ayuntamiento de Sagunto la actividad de instrucción policial en los cursos de acceso a las distintas escalas y categorías de policía local organizados por el Instituto Valenciano de Seguridad Pública y Emergencias (IVASPE).",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio encomienda instruccion policial,True,resolución,"[""CONT_ENC""]",[],0.95,"El texto menciona explícitamente ""convenio de encomienda de gestión"" en el objeto, lo cual corresponde a la categoría CONT_ENC según la taxonomía. No se identifica un tipo específico de prestación (obras, servicios o suministros) en la descripción proporcionada.",52.112,
33,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Llanera por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02293]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.98,"La publicación es una Resolución que establece la ""encomienda de gestión"" del servicio de ayuda a domicilio y teleasistencia, lo cual encaja con la categoría CONT_ENC. El objeto es claramente un servicio social (ayuda a domicilio, teleasistencia), por lo que subcategoría tipo_servicios. Aunque menciona ""Convenio de colaboración"", las reglas indican que si hay encomienda de gestión, es CONT_ENC.",62.355,
34,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Tineo por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02320]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"La publicación es una ""Resolución"" que establece una ""encomienda de gestión"" del servicio de ayuda a domicilio y teleasistencia, conforme al punto 4 de las reglas críticas donde el convenio que formaliza una encomienda ES CONT_ENC. El objeto es prestación de servicios sociales (tipo_servicios).",52.162,
35,boe,"Resolución de 9 de enero de 2025, de la Secretaría General Técnica, por la que se publica el Convenio de encomienda de gestión entre la Dirección General de la Guardia Civil y la Comunidad de Castilla y León, para la vigilancia y protección de los edificios e instalaciones del complejo donde se ubica la sede de la Presidencia de la Junta de Castilla y León.",CONT_ENC,True,CONT_ENC,tipo_servicios,Encomienda de gestion vigilancia edificios,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.98,"El texto menciona explícitamente ""Convenio de encomienda de gestión"" para la ""vigilancia y protección"", lo que identifica inequívocamente una acción de CONT_ENC. El objeto es un servicio (vigilancia y protección), por lo que se incluye tipo_servicios.",49.424,
36,dogv,"RESOLUCIÓN de 16 de enero de 2025, de la Dirección General de Relaciones con Les Corts, por la que se publica el convenio de encomienda de gestión por el que la Agencia Valenciana de Seguridad y Respuesta a las Emergencias encarga al Ayuntamiento de Elche la actividad de instrucción policial en los cursos de acceso a las distintas escalas y categorías de policía local organizados por el Instituto Valenciano de Seguridad Pública y Emergencias (IVASPE).",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio encomienda instruccion policial,True,resolución,"[""CONT_ENC""]",[],0.98,"El texto menciona explícitamente ""convenio de encomienda de gestión"" y que la agencia ""encarga... la actividad"". Esto cumple con las señales para CONT_ENC: ""encargo a medio propio"" o ""encomienda de gestión"", incluso si se publica como convenio. El objeto es instrucción policial, un servicio, pero no hay datos suficientes en el fragmento para inferir una subcategoría específica (aunque sería 'tipo_servicios', la descripción es breve).",59.67,
37,bon,Encomienda de gestión para recuperar la infraestructura-trazado de la Vía Verde del Bidasoa en el tramo Doneztebe / Santesteban-Elizondo y disponer de dicho espacio como vial público,CONT_ENC,True,CONT_ENC,tipo_obras,Encomienda de gestion via verde. Duplicado del id 30,True,convenio,"[""CONT_ENC""]",[],0.95,"La publicación es una ""encomienda de gestión"" que se formaliza mediante un convenio (como indica la regla 4). La etiqueta correcta para la encomienda gestionada a través de un convenio es CONT_ENC. Como no hay términos específicos en el objeto (""recuperar infraestructura... y disponer como vial público"") que permitan inferir si son obras, servicios o suministros sin ambigüedad, se deja subcategorías vacía. El fragmento clave es: ""Encomienda de gestión para recuperar la infraestructura-trazado..."".",113.124,
